Username,Review Text,Rating
heyizlan,"if you're reading this, fuck u clarke. jesus FUCK. i really tried to hate this guys, i really did. but fuck everything about this album is amazing. this ""music"", its loud, its in your face, its trashy, its inconsistently consistent. its not supposed to work. throwing emo rap, ska, bass boost, deathcore, pop, rock, dubstep into 1 song, its really not supposed to work, but it does, so so well.
Fave Tracks: 745 sticky, money machine, 800db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 ÜLeast Fave Tracks: gecgecgec, I Need Help Immediately",89
DewgongDakota,This LP sounds like a bipolar nightmare. I love it.,82
Hummus,"God this album is fun. This is one of the oddest pieces of music I've ever heard and It was such a blast to listen to it. There are heavy-hitting, loud hip hop songs, some upbeat pop-style songs, and some tracks that are just a collection of random sound clips. It's insane and I thoroughly enjoyed it.
Overall, 1000 Gecs is an insanely unique and fun project that does have some low points, but they aren't enough to take away from the sheer fun of this project.
Favorite tracks: 800db cloud, stupid horse, gec 2 U
Least favorite tracks: xXXi_wud_nvrstop_UXXi",82
jslat717,"1000 gecs is not only one of the best albums of 2019, it is also one of the most fun and off-the-wall listening experiences I've ever had. This album is eccentric, bizarre, hilarious, ridiculous, sometimes overwhelming, sometimes unsettling, and often borderline stupid. All in the best way possible. It's also just downright addictive. The chipmunked vocals that the duo employs are silly and charming and makes this album so fun to listen to. The two tracks featuring complete mishmashes of nonsensical synths, cartoonish vocals, and random sound effects straight out of a retro video game, add a huge amount of character to the album. Additionally, the duo's ability to explore so many different styles and genres without taking themselves seriously makes for an album that demands repeat listens. And I've listened to it dozens and dozens of times by this point. This album's replay value is insane. 
Let me emphasize this album's masterful execution of a variety of genres and sounds, because I think that's where the album's strengths truly shine. Don't let me be misleading though, this is primarily an experimental pop/electronic album that takes inspiration from the sounds of PC Music, especially bubblegum bass and deconstructed club. But on top of those sounds, it dabbles in dubstep, punk, metal, emo, rock, and ska in the most brilliant and creative way. And the songs that stay in their electropop/bubblegum bass lane are sweet, hard-hitting, and anthemic.
This album isn’t for everybody, there’s no doubt about that. The fact that this album is really just downright ridiculous and over-the-top and stupidly cartoonish will turn off a lot of people and that’s understandable. I think a lot of criticism that the album receives is understandable. I can’t deny it, it’s a stupid album. Some say it’s experimental for the sake of being experimental. I get it. But I think the fact that it knows it’s a stupid album is what makes it so enjoyable. It isn’t supposed to be taken seriously, it’s meant to be unequivocally and nauseatingly fun. I don’t know, it just works for me. 
Favorite track: 745 sticky 
The opener, 745 sticky, is the most perfect example of both the album’s eccentricity and venture into a variety of sounds. Most of the song is spent as a hyper and braggadocious pop song, but it quickly evolves into these sweet, plinky, child-like synths backed by a chanted “hey hey hey,” as if you’re in a raunchy club for the Teletubbies. The song then promptly devolves into a completely manic and unhinged dubstep outro packed full of random sounds — like barks, sirens, and blood-curdling screams. It’s absolutely bonkers, rather unsettling, a little horrifying, and I absolutely love it. Not only do I think 745 sticky is one of the best songs of 2019, I think its outro is one of my favorite music moments of all time. It puts a huge smile on my face every time, it is just so over-the-top ridiculous and disgustingly creative. 
Favs: 745 sticky, money machine, hand crushed by a mallet, stupid horseLeast Fav, if I had to pick one: ringtone",96
PotionKey,"I was not prepared for this, I still don't think I am but anyways, this albums transcends bad taste in the best ways possible.
Best Tracks: 745 sticky, money machine, 800db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by a mallet, gec 2 Ü. 
Worst Tracks: I Need Help Immediately.",81
homemcordial,i see potential.,70
MusicalWorldOfJ,"edit in 2021: 
gecs has lost their appeal. if they dont blow this record out of the water SOON, im just not gonna care about their music anymore. like i expected, this album was so tacky and sugar-coated i was sure it was gonna start to leave a sour taste in my mouth, and its definitely starting to. 
Lol wtf
EDIT: I just wanna know how this has almost become a perfect album for me in like 2 days.",68
Calebdecouvre,Not sure what this is but my ears like it I think,82
GaranHollow,"Original: 82
Production: 9 Atmosphere: 8.5 Compose: 8.5 Vocals: 8 Lyrics&Themes: 8 Tracks Average: 17.3	/20 Enjoyment: 26	/30  Overall: 85.3  GECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGECGEC  Favs: gecgecgec	/	xXXi_wud_nvrstøp_ÜXXx	/	money machine	/	stupid horse	/	I Need Help Immediately	/	800db cloud Least Favs: G E C ?	/ /  Tracks Rating: 8.5	/	9	/	8.5	/	8.5	/	9	/	9	/	8	/ 9	/	8.5	/	8.5	/ / / / /",75
Woka,This constantly teeters the line between annoying and great. It's entertaining and unique from start to finish and I can't wait to hear what comes next.,78
OdinForfang,"What the hell this is awesome
Favs: Money Machine, 800db cloud, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone, hand crushed by mallet, gec 2 Ü
Least Favs: I need Help immediately",85
Alexzander,"I was putting away ""1000 gecs"" for a long time, mainly due to all the memes I saw - I just didn't think it was worth the time. However, as the year drew to a close I gave it a shot and was very pleasantly surprised. Yes, it's weird. But it's also funny and in its own unique way, very charming. It's just a feel-good record.
Standouts: 745 sticky, I Need Help Immediately, stupid horse, xXXi_wud_nvrstøp_ÜXXx, ringtone",77
TylerTheCornball,why am I just now reviewing this? well its a good album.,88
Scall123,I guess?,78
SethWinger,This album is wack and I wake up to stupid horse when my alarm goes off half the time I go to school on time,80
gabe5inko_music,"I've listened to this 23-minute project a thousand times and I'm still figuring it out. This album is the most chaotic yet most fascinating album I have heard all year. Led by pitched-up vocals and using elements from emo, pop punk, dubstep, ska, & like every other crazy genre out there, I have no clue how they came up with these production choices, let alone make them sound so awesome. It's like the year 2009 on crack. Once the initial shock wears off, you'll be able to appreciate how well-crafted & experimental this project truly is.",96
Cyan,FEEL SO CLEAN LIKE A MONEY MACHINE! FEEL SO CLEAN LIKE A MONEY MACHINE! FEEL SO CLEAN LIKE A MONEY MACHINE! FEEL SO CLEAN LIKE A MONEY MACHINE! FEEL SO CLEAN LIKE A MONEY MACHINE! FEEL SO CLEAN LIKE A MONEY MACHINE!,83
sominterre,👋 with the 💪 big boys 👬 coming with 🔜 the 💪 big stuff 😤 feel so 💦 clean like a 💵 money machine 🤖,90
antiarkhipov,Like... botdf... but good. Didn't even think that was a thought possible to have.,100
GpmX,"Weird, Fun and Wild.",75
mlvrptrc,"Laura and Dylan’s creativity transcends this planet. The Crystal Castles we deserved all along, my heart gecs for Ü 2.",75
youneedhelp,"an aggressive approach to pop - i love it, 100 gecs really knocked it out of the park with this 25 minute (or so) album. its fast paced and punches you in the face with every track you come across. 'money machine' is such a catchy and loud song while '800db cloud' is this somber, heavy industrial track - they even do these screeches to the back end of the track, 'ringtone' is a cute song, gets more aggressive as you go along.
best tracks: 800db cloud, ringtone, money machine, 745 sticky, stupid horse, gecgecgecworst track: xxx_i_wud_nvrstop_Üxxx
84/100",84
LaCroixBoix,"GECGECGECGEC
1000 Gecs is a fun collection of songs that incorporate some interesting noises along the way. Sounds including dog barking and water drops to help make this album a pretty unique listen. The only thing that keeps it from being SPECTACULAR is that while it has cool sounds and fun party anthem vibes, as a whole it is pretty by the numbers. 
Best Track(s): 745 Sticky, money machine, hand crushed by a mallet*, stupid horseWorst Track(s): ringtone",75
jtrathe,"This album somehow makes literally no sense and perfect sense at the same time. I feel confused while listening, is this even good? Is it one of those it's so bad that it's good type of things? Is it even that? Is it actually just good? Like, the whole thing screams ""I'm a meme don't take me serious"" right, so any analysis I do can be dismissed pretty easily so I'll leave it at this: all the melodies on this album are infectious and catchy, the instrumentals are full of life and super interesting. My brain says I should hate this record, but my heart kinda loves it? It's god awful, it's amazing, both un-listenably ugly and beautiful. 
Fav songs: money machine, stupid horse, ringtone, gecgecgec, gec 2 uLeast fav songs: hand crushed by a mallet",78
xcml36,"The dumbest and funniest album I heard this year. Yes, it's weird. Yes, it's noisy. And yes, it can, sometimes, be bad. But damn!, it's freakin good!",80
lovecycles,"edit:
ok, now... i really did not see this one growing on me as much as it did. actually, looking back at my original review, i was kinda baffled to see how much a boring person i was to believe this is not a legitimate record. sure, it is stupid, and sometimes annoying and really devoid of any purpose, but that's exactly what makes it so fun
1000 gecs features a such distorted, hellish and downright absurd collection of sounds it gets almost impossible to break down all of the elements that are violently crashed together to form this nightmare of an experience; it feels like an immense amalgation of metal parts amidst bleeding flesh, pulsating and screeching endlessly at dylan and laura's hands
this thing doesn't even have a proper structure. like, yes, some songs here have a more melodic, acessible touch to them, but for the majority of times, 1000 gecs is just a bodiless collage of edm, noise and industrial, wickedly twisted to achieve a pop like appeal. absolutely insane, it forgets any sense of logic from start to finish, and you just have to be really fucking boring to not appreciate this in 2020
-
favs: money machine, ringtone, gec 2 ü, stupid horse, hand crushed by a mallet
least: xxi_wud_nvrstøp-üxxd
-
original review:
i've heard quite a few positive things about this record, so i thought imma just check it out. now, after finishing it, i REALLY don't know where all the praise and hype i've seen for this thing is coming from.
sure, it's experimental and different. it's twisted, we have a lot of noisy electronic going on, as well some interesting use of glitch, and the production really is great. but that doesn't mean the record is good as a whole.
this doesn't even feel like an album, like a body of work. it feels like a poorly put together collection of songs with no sense of purpose or anything to sustain it. the lyrics are dull. the autotune, even though it's kinda fun in the first three tracks, gets really tiring. 1000 gecs tries so hard to be wild and shocking that it just end up being boring and unimpressive.
different or unique does not equal good, and 100 gecs is the proof of it.
-
— faves: really none— least: hand crushed by a mallet, ringtone, stupid horse",86
euphoricnites,"This is an incredibly fun and dynamic record that shows the incredible promise of this band. It is playful and unique sometimes accessible in the most nostalgic fashion, which shines in it's highlight track, ""ringtone"".",84
CynicalX,this shit kinda slaps lmao.,80
Gaspurga87,Its a joke very funny.,73
Flannel_,"yes, but also what.",70
sadtiremag,"I can't tell if I love this or hate this - I definitely enjoy some aspects of their music more than others (their trap stuff is top notch but they lose me a bit when they go full dubstep) but I can't fault them for throwing everything at the wall. I can't call it unfocused because it seems intent on being every genre all at once but not half-assing any of it. 
Favorite Songs: Money Machine, Stupid Horse, Ringtone, Hand Crushed by a Mallet, 745 Sticky
Least Favorite Songs: 800dB Cloud, xXXi_wud_nvrstop_UXXx, gecgecgec",79
